i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
20082532,2008,,2,1,3,2,0,1,1,0,0,1,0,0,2,1,1,0,0,1,2.079441542
20082533,2008,,1,0,1,3,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1.609437912
20082534,2008,,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912
20082535,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082536,2008,,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.386294361
20082537,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082538,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082539,2008,,2,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1.791759469
20082540,2008,,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1.609437912
20082541,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082542,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
20082543,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082544,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082545,2008,,1,1,1,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1.609437912
20082546,2008,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
20082547,2008,,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1.609437912
20082548,2008,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
20082549,2008,,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1.386294361
20082550,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
20082551,2008,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6931471806
20082552,2008,,1,3,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.609437912
20082553,2008,,1,3,1,2,2,0,1,0,0,2,0,0,0,1,1,0,0,0,1.945910149
20082554,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
20082555,2008,,1,3,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912
20082556,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082557,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
20082558,2008,,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.098612289
20082559,2008,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20082560,2008,,2,1,3,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1.791759469
20082561,2008,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806
20082562,2008,,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.386294361
20082563,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082564,2008,,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1.609437912
20082565,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082566,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082567,2008,,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1.386294361
20082568,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082569,2008,,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.386294361
20082570,2008,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
20082571,2008,,3,3,1,0,1,0,2,0,0,0,0,0,0,2,1,1,0,0,1.945910149
20082572,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
20082573,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082574,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082575,2008,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1.386294361
20082576,2008,,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.098612289
20082577,2008,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.098612289
20082578,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082579,2008,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.098612289
20082580,2008,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289
20082581,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082582,2008,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6931471806
20082583,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082584,2008,,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
20082585,2008,,2,1,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1.609437912
20082586,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082587,2008,,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1.386294361
20082588,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082589,2008,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
20082590,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20082591,2008,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
20082592,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082593,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
20082594,2008,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
20082595,2008,,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
20082596,2008,,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1.386294361
20082597,2008,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
20082598,2008,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
20082599,2008,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20082600,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082601,2008,,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.609437912
20082602,2008,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
20082603,2008,,2,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1.609437912
20082604,2008,,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1.386294361
20082605,2008,,2,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.609437912
20082606,2008,,2,0,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1.609437912
20082607,2008,,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1.386294361
20082608,2008,,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.098612289
20082609,2008,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
20082610,2008,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20082611,2008,,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1.386294361
20082612,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082613,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082614,2008,,3,3,2,2,0,0,2,1,1,1,0,0,0,0,1,2,1,1,2.302585093
20082615,2008,,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
20082616,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
20082617,2008,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
20082618,2008,,2,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.609437912
20082619,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082620,2008,,1,3,1,2,0,0,0,1,1,1,2,0,0,0,1,1,0,0,1.945910149
20082621,2008,,3,2,1,3,0,0,1,1,1,1,0,2,0,1,1,1,0,0,2.197224577
20082622,2008,,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1.386294361
20082623,2008,,1,1,2,2,1,0,0,2,0,0,0,0,0,0,1,1,1,0,1.791759469
20082624,2008,,1,2,1,2,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1.791759469
20082625,2008,,4,1,2,4,0,1,1,2,0,1,0,0,1,2,0,1,1,1,2.397895273
20082626,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082627,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20082628,2008,,1,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20082629,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1.098612289
20082630,2008,,1,2,0,2,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1.609437912
20082631,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20082632,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082633,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082634,2008,,1,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1.609437912
20082635,2008,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289
20082636,2008,,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20082637,2008,,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
20082638,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082639,2008,,1,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
20082640,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
20082641,2008,,2,2,2,2,0,1,1,0,0,1,1,0,1,1,1,0,0,1,2.079441542
20082642,2008,,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
20082643,2008,,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20082644,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082645,2008,,1,5,2,0,0,0,2,0,2,0,1,0,1,0,1,1,0,0,2.079441542
20082646,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082647,2008,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6931471806
20082648,2008,,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1.609437912
20082649,2008,,1,1,1,3,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1.791759469
20082650,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082651,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082652,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082653,2008,,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
20082654,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289
20082655,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082656,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082657,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20082658,2008,,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1.098612289
20082659,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082660,2008,,2,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1.791759469
20082661,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.098612289
20082662,2008,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
20082663,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082664,2008,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
20082665,2008,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
20082666,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082667,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20082668,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20082669,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20082670,2008,,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20082671,2008,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
20082672,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20082673,2008,,1,0,1,3,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1.609437912
20082674,2008,,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
20082675,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082676,2008,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289
20082677,2008,,1,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1.791759469
20082678,2008,,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20082679,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
20082680,2008,,1,1,3,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1.609437912
20082681,2008,,1,2,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1.609437912
20082682,2008,,2,1,3,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1.791759469
20082683,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082684,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082685,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082686,2008,,1,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1.386294361
20082687,2008,,2,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1.609437912
20082688,2008,,2,1,2,2,0,2,1,0,0,0,0,0,1,1,0,1,1,0,1.945910149
20082689,2008,,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1.386294361
20082690,2008,,1,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
20082691,2008,,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20082692,2008,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
20082693,2008,,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20082694,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082695,2008,,3,5,2,0,1,0,2,0,2,0,0,0,2,1,0,1,0,1,2.302585093
20082696,2008,,1,1,1,5,0,1,0,2,1,1,0,1,0,0,0,1,1,0,2.079441542
20082697,2008,,1,2,3,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1.945910149
20082698,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20082699,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082700,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082701,2008,,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1.386294361
20082702,2008,,1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1.791759469
20082703,2008,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
20082704,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082705,2008,,2,0,1,3,0,0,0,1,0,1,0,2,0,0,1,1,0,0,1.791759469
20082706,2008,,1,0,1,3,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1.609437912
20082707,2008,,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1.791759469
20082708,2008,,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912
20082709,2008,,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1.386294361
20082710,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082711,2008,,1,3,2,3,0,0,2,1,0,2,1,0,1,0,0,1,1,0,2.197224577
20082712,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082713,2008,,2,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.386294361
20082714,2008,,1,2,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1.609437912
20082715,2008,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
20082716,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082717,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082718,2008,,2,0,3,2,0,2,0,0,0,0,0,0,2,1,0,1,1,0,1.945910149
20082719,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082720,2008,,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1.386294361
20082721,2008,,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.098612289
20082722,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
20082723,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082724,2008,,2,1,2,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1.609437912
20082725,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082726,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082727,2008,,1,1,1,2,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
20082728,2008,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
20082729,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082730,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082731,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
20082732,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
20082733,2008,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.386294361
20082734,2008,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20082735,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20082736,2008,,1,1,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
20082737,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082738,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082739,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082740,2008,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.098612289
20082741,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082742,2008,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
20082743,2008,,1,2,1,2,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1.791759469
20082744,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082745,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082746,2008,,1,2,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1.609437912
20082747,2008,,1,2,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1.609437912
20082748,2008,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
20082749,2008,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
20082750,2008,,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1.386294361
20082751,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20082752,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082753,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082754,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082755,2008,,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.098612289
20082756,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20082757,2008,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20082758,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20082759,2008,,1,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
20082760,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
20082761,2008,,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1.386294361
20082762,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082763,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082764,2008,,2,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1.609437912
20082765,2008,,1,4,1,1,0,0,2,0,2,1,0,0,0,0,1,1,0,0,1.945910149
20082766,2008,,2,0,1,2,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1.609437912
20082767,2008,,1,1,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1.609437912
20082768,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
20082769,2008,,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
20082770,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082771,2008,,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1.386294361
20082772,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082773,2008,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289
20082774,2008,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
20082775,2008,,2,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1.609437912
20082776,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082777,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082778,2008,,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361
20082779,2008,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.098612289
20082780,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082781,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082782,2008,,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1.386294361
20082783,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082784,2008,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
20082785,2008,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
20082786,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
20082787,2008,,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.386294361
20082788,2008,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289
20082789,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082790,2008,,1,1,1,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1.609437912
20082791,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
20082792,2008,,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1.386294361
20082793,2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20082794,2008,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20082795,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082796,2008,,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1.386294361
20082797,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082798,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082799,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082800,2008,,2,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1.609437912
20082801,2008,,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1.386294361
20082802,2008,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
20082803,2008,,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1.386294361
20082804,2008,,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.098612289
20082805,2008,,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1.609437912
20082806,2008,,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1.609437912
20082807,2008,,1,2,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1.609437912
20082808,2008,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.098612289
20082809,2008,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20082810,2008,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20082811,2008,,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
20082812,2008,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
