i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
2003485,2003,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
2003488,2003,,1,2,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
2003489,2003,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1.386294361
2003490,2003,,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361
2003491,2003,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.386294361
2003492,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
2003493,2003,,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1.609437912
2003495,2003,,1,0,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1.609437912
2003496,2003,,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1.609437912
2003497,2003,,1,2,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1.386294361
2003498,2003,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1.386294361
2003499,2003,,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.098612289
2003500,2003,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003501,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003502,2003,,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1.386294361
2003519,2003,,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1.386294361
2003522,2003,,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
2003523,2003,,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.386294361
2003526,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
2003527,2003,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
2003528,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003529,2003,,3,1,2,1,0,0,0,1,1,0,0,0,1,2,1,0,0,1,1.945910149
2003530,2003,,1,1,1,2,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1.609437912
2003531,2003,,2,0,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912
2003532,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
2003533,2003,,1,1,4,2,0,1,0,1,1,0,0,0,2,0,1,0,1,1,2.079441542
2003534,2003,,1,3,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1.609437912
2003535,2003,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
2003536,2003,,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
2003537,2003,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
2003538,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003539,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
2003540,2003,,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.386294361
2003543,2003,,2,1,3,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1.791759469
2003545,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003546,2003,,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1.386294361
2003547,2003,,1,2,1,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912
2003548,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.098612289
2003549,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003551,2003,,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361
2003552,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003553,2003,,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.098612289
2003554,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003555,2003,,1,2,2,1,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1.791759469
2003556,2003,,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
2003558,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
2003559,2003,,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1.386294361
2003561,2003,,2,1,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1.609437912
2003562,2003,,1,0,1,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1.386294361
2003563,2003,,1,1,1,3,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1.791759469
2003564,2003,,3,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1.609437912
2003565,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003566,2003,,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1.386294361
2003567,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
2003568,2003,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
2003569,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003570,2003,,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.609437912
2003571,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003572,2003,,2,2,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.609437912
2003573,2003,,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
2003574,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003575,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003580,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003582,2003,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
2003588,2003,,1,2,2,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1.609437912
2003601,2003,,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.098612289
2003602,2003,,2,2,2,1,0,1,0,0,0,0,2,0,1,1,1,1,0,0,1.945910149
2003603,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003604,2003,,1,3,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1.609437912
2003605,2003,,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
2003606,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003607,2003,,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.386294361
2003608,2003,,1,1,3,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1.609437912
2003609,2003,,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.098612289
2003610,2003,,1,1,2,2,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1.791759469
2003611,2003,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2003612,2003,,3,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1.609437912
2003613,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
2003614,2003,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003616,2003,,1,2,1,2,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469
2003617,2003,,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.609437912
2003618,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003619,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003620,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003621,2003,,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1.386294361
2003622,2003,,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1.609437912
2003623,2003,,4,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1.791759469
2003624,2003,,2,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1.609437912
2003625,2003,,3,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,1.791759469
2003632,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003634,2003,,1,2,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1.386294361
2003635,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
2003642,2003,,3,1,1,1,0,0,0,0,0,0,1,1,0,2,1,1,0,0,1.791759469
2003643,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
2003644,2003,,1,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1.386294361
2003645,2003,,2,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1.386294361
2003646,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003647,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003648,2003,,0,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1.386294361
2003649,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003701,2003,,1,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1.386294361
2003702,2003,,1,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361
2003703,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003704,2003,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
2003705,2003,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
2003706,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003707,2003,,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.098612289
2003708,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003709,2003,,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.098612289
2003710,2003,,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.386294361
2003711,2003,,1,1,1,2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1.609437912
2003712,2003,,2,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1.609437912
2003714,2003,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.098612289
2003715,2003,,2,0,3,2,0,1,0,1,0,0,0,0,2,1,1,1,0,0,1.945910149
2003716,2003,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
2003717,2003,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2003719,2003,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289
2003720,2003,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2003721,2003,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289
2003722,2003,,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003723,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
2003724,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003725,2003,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
2003726,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003727,2003,,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
2003728,2003,,1,2,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1.609437912
2003729,2003,,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361
2003730,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003731,2003,,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1.386294361
2003732,2003,,1,3,1,1,1,0,0,0,0,0,2,1,0,0,1,1,0,0,1.791759469
2003733,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003734,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003735,2003,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
2003736,2003,,1,2,2,3,0,0,0,2,2,1,0,0,0,1,1,0,1,0,2.079441542
2003737,2003,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
2003738,2003,,1,3,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1.791759469
2003739,2003,,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
2003740,2003,,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
2003741,2003,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
2003742,2003,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
2003743,2003,,1,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
2003744,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003745,2003,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
2003746,2003,,1,2,1,4,1,0,1,1,0,2,0,1,0,0,1,1,0,0,2.079441542
2003747,2003,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003748,2003,,1,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1.609437912
2003750,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003751,2003,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
2003753,2003,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
2003754,2003,,1,1,1,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912
2003755,2003,,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1.386294361
2003756,2003,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2003757,2003,,1,1,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1.609437912
2003758,2003,,2,2,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1.609437912
2003759,2003,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289
2003760,2003,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2003761,2003,,1,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1.386294361
2003762,2003,,3,0,1,3,0,0,0,1,0,1,0,2,0,0,1,1,0,1,1.945910149
2003763,2003,,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.386294361
2003764,2003,,1,2,1,2,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1.791759469
2003765,2003,,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,1.945910149
2003766,2003,,1,2,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1.609437912
2003767,2003,,2,1,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1.791759469
2003768,2003,,3,1,3,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2.079441542
2003769,2003,,2,3,1,3,1,1,0,1,1,1,1,0,0,0,1,1,0,1,2.197224577
2003770,2003,,1,3,2,3,0,0,0,2,1,1,2,0,1,0,0,1,1,0,2.197224577
2003771,2003,,1,0,1,4,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1.791759469
2003772,2003,,2,1,3,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1.791759469
2003773,2003,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003774,2003,,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1.386294361
2003775,2003,,5,1,3,0,0,0,0,0,0,0,1,1,2,1,0,1,1,2,2.197224577
2003787,2003,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
2003801,2003,,2,0,2,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1.609437912
2003802,2003,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361
2003803,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
2003804,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
2003805,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003806,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003807,2003,,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
2003808,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003809,2003,,2,1,2,3,0,2,0,0,1,0,0,1,2,1,0,1,0,0,2.079441542
2003810,2003,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
2003811,2003,,2,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912
2003812,2003,,1,0,4,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1.609437912
2003813,2003,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
2003814,2003,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
2003815,2003,,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
2003816,2003,,1,2,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1.609437912
2003817,2003,,2,0,2,2,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1.791759469
2003818,2003,,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.098612289
2003819,2003,,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.098612289
2003820,2003,,3,0,2,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1.791759469
2003821,2003,,1,3,1,2,0,0,1,1,2,0,0,1,0,0,1,1,0,0,1.945910149
2003822,2003,,1,1,2,3,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1.945910149
2003823,2003,,2,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1.609437912
2003824,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
2003825,2003,,2,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1.609437912
2003842,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
2003856,2003,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
2003861,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003894,2003,,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1.609437912
2003895,2003,,1,2,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1.609437912
2003901,2003,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.386294361
2003902,2003,,3,0,1,2,0,1,0,0,0,0,0,1,0,2,1,1,0,0,1.791759469
2003903,2003,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
2003904,2003,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1.098612289
2003905,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003906,2003,,2,1,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1.609437912
2003907,2003,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361
2003909,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003910,2003,,2,3,3,0,0,0,3,0,0,0,0,0,2,1,0,0,1,1,2.079441542
2003911,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
2003912,2003,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
2003913,2003,,1,5,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,2.079441542
2003914,2003,,2,2,3,1,0,0,0,0,1,0,1,2,2,0,1,1,0,0,2.079441542
2003915,2003,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289
2003916,2003,,2,3,2,1,2,0,1,1,0,0,0,0,1,1,0,0,1,1,2.079441542
2003917,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003918,2003,,1,2,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1.609437912
2003919,2003,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1.098612289
2003920,2003,,1,2,1,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1.791759469
2003921,2003,,1,2,1,2,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1.791759469
2003922,2003,,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1.609437912
2003923,2003,,2,2,2,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1.945910149
2003924,2003,,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
2003925,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003926,2003,,1,2,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1.609437912
2003927,2003,,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.386294361
2003928,2003,,1,0,1,5,0,0,0,2,0,3,0,0,0,0,1,1,0,0,1.945910149
2003929,2003,,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361
2003930,2003,,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361
2003932,2003,,2,0,2,2,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1.791759469
2003933,2003,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
2003934,2003,,1,1,1,3,0,0,1,0,0,3,0,0,0,0,1,1,0,0,1.791759469
2003935,2003,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003937,2003,,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1.386294361
2003938,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
2003939,2003,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
2003940,2003,,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1.609437912
2003941,2003,,1,3,1,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1.791759469
2003942,2003,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003943,2003,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
2003945,2003,,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.386294361
2003946,2003,,1,3,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912
2003947,2003,,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.386294361
2003948,2003,,1,1,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1.609437912
2003949,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
2003950,2003,,4,0,0,3,0,2,0,0,0,1,0,1,0,2,0,1,0,0,1.945910149
2003951,2003,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
2003952,2003,,1,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
2003953,2003,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
2003954,2003,,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
2003955,2003,,2,4,3,1,1,0,2,0,0,1,1,0,2,1,0,0,1,1,2.302585093
2003957,2003,,2,3,3,1,0,1,0,0,2,0,1,0,2,1,1,1,0,0,2.197224577
2003958,2003,,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1.386294361
2003959,2003,,0,0,4,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1.386294361
2003960,2003,,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
2003961,2003,,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
2003962,2003,,1,1,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1.609437912
2003963,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003964,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003965,2003,,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
2003966,2003,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
2003967,2003,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
2003968,2003,,1,1,1,3,0,0,1,2,0,1,0,0,0,0,1,1,0,0,1.791759469
2003969,2003,,1,1,1,4,0,1,0,1,0,2,1,0,0,0,1,1,0,0,1.945910149
2003971,2003,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361
2003972,2003,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
2003973,2003,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.098612289
2003976,2003,,2,0,1,4,0,0,0,1,0,3,0,0,0,0,0,1,1,1,1.945910149
2003977,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003978,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
2003979,2003,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
2003980,2003,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
2003981,2003,,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361
2003982,2003,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
2003983,2003,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003984,2003,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
